id,label
10164,0.746114
10165,0.286232
10166,0.991002
10167,0.999998
10168,0.117605
10169,0.999926
1017,0.003063
10170,0.000915
10171,0.000514
10172,0.999967
10173,0.000159
10174,0.125599
10175,0.104409
10176,0.998796
10177,0.987373
10178,0.041430
10179,0.974537
1018,0.996900
10180,0.330244
10181,0.998002
10182,0.024874
10183,0.154542
10184,0.000023
10185,0.978729
10186,0.999956
10187,0.998919
10188,0.005374
10189,0.995176
1019,1.000000
10190,1.000000
10191,0.001050
10192,0.162548
10193,0.012557
10194,0.000002
10195,0.999672
10196,0.816118
10197,0.999989
10198,0.003655
10199,0.152333
102,0.998111
1020,0.000839
10200,0.000012
10201,0.000096
10202,0.999940
10203,0.999986
10204,0.006629
10205,0.119821
10206,0.009681
10207,0.999955
10208,0.999924
10209,0.999998
1021,0.499297
10210,0.000652
10211,0.001115
10212,0.001833
10213,0.599630
10214,0.951649
10215,0.000003
10216,0.836479
10217,0.620984
10218,0.000787
10219,0.209827
1022,0.001319
10220,1.000000
10221,0.995120
10222,0.293811
10223,0.000059
10224,0.005816
10225,0.081451
10226,0.013054
10227,0.000002
10228,0.005884
10229,0.016105
1023,0.000639
10230,0.101587
10231,0.999901
10232,1.000000
10233,0.999706
10234,0.000078
10235,0.000052
10236,0.000022
10237,0.000043
10238,0.915718
10239,0.001413
1024,0.006492
10240,0.000006
10241,0.853836
10242,1.000000
10243,0.940729
10244,1.000000
10245,0.999921
10246,0.883115
10247,1.000000
10248,0.007081
10249,0.992583
1025,0.000044
10250,0.000430
10251,0.646787
10252,0.007291
10253,0.783465
10254,0.999989
10255,0.995387
10256,0.999493
10257,0.001012
10258,1.000000
10259,0.999997
1026,0.298913
10260,0.031613
10261,0.994431
10262,0.991957
10263,0.999658
10264,0.049638
10265,0.221478
10266,0.000149
10267,0.000000
10268,0.999997
10269,0.989096
1027,0.001816
10270,0.000007
10271,0.980514
10272,0.009984
10273,0.005730
10274,0.000071
10275,0.287231
10276,0.003014
10277,0.019590
10278,0.057327
10279,0.998898
1028,0.000086
10280,0.271385
10281,1.000000
10282,0.641734
10283,1.000000
10284,0.998684
10285,0.998743
10286,0.000728
10287,0.000001
10288,0.000013
10289,0.001007
1029,0.000007
10290,0.630344
10291,0.980325
10292,0.008818
10293,0.999767
10294,0.000561
10295,0.000154
10296,0.000412
10297,1.000000
10298,0.999964
10299,0.002437
103,0.000001
1030,0.000009
10300,1.000000
10301,0.000002
10302,0.754425
10303,0.106798
10304,0.999993
10305,0.999719
10306,0.999964
10307,0.285378
10308,0.000003
10309,0.000027
1031,0.014109
10310,0.480497
10311,0.000899
10312,0.000012
10313,0.999121
10314,0.009739
10315,1.000000
10316,0.940296
10317,1.000000
10318,0.000013
10319,0.661174
1032,0.760851
10320,0.999991
10321,1.000000
10322,0.996844
10323,0.982116
10324,0.844345
10325,0.025578
10326,0.999985
10327,0.657312
10328,0.002973
10329,0.999904
1033,0.110067
10330,0.002446
10331,0.002272
10332,1.000000
10333,0.014571
10334,0.001897
10335,0.999938
10336,0.000049
10337,0.000965
10338,0.105704
10339,0.999589
1034,1.000000
10340,0.004040
10341,0.005282
10342,0.999988
10343,0.000033
10344,0.753061
10345,0.955511
10346,0.045592
10347,0.247362
10348,0.075980
10349,0.999549
1035,0.003789
10350,0.999997
10351,0.000215
10352,0.985606
10353,0.000413
10354,0.228831
10355,0.999722
10356,0.000141
10357,0.720542
10358,0.094445
10359,0.458560
1036,0.721952
10360,0.000261
10361,0.029147
10362,0.000093
10363,0.000000
10364,1.000000
10365,0.000747
10366,0.998441
10367,0.785774
10368,0.986523
10369,0.000469
1037,0.972022
10370,0.462317
10371,0.019800
10372,0.999714
10373,0.000053
10374,0.999636
10375,0.351905
10376,0.000005
10377,0.000235
10378,0.000137
10379,0.999661
1038,0.999947
10380,0.436097
10381,0.790400
10382,0.000095
10383,0.010889
10384,0.984210
10385,1.000000
10386,0.000134
10387,0.583873
10388,0.000116
10389,0.000004
1039,0.000000
10390,0.999951
10391,0.179364
10392,0.045855
10393,0.012496
10394,0.000001
10395,0.997799
10396,0.992472
10397,0.000103
10398,0.000021
10399,0.863295
104,0.000044
1040,1.000000
10400,1.000000
10401,0.000023
10402,0.000862
10403,0.999957
10404,0.165585
10405,0.000295
10406,0.285738
10407,0.000007
10408,0.000053
10409,0.903361
1041,0.001548
10410,0.000001
10411,0.003303
10412,0.000651
10413,0.000019
10414,0.989486
10415,0.658048
10416,0.000000
10417,0.000675
10418,0.000968
10419,0.999988
1042,0.514395
10420,0.625066
10421,0.234904
10422,0.007588
10423,0.000003
10424,0.026843
10425,0.999561
10426,0.001040
10427,0.991390
10428,0.047972
10429,0.890662
1043,0.003725
10430,0.002967
10431,0.000179
10432,0.997021
10433,1.000000
10434,1.000000
10435,0.000113
10436,0.999804
10437,0.005829
10438,0.997007
10439,0.003473
1044,0.652206
10440,0.000022
10441,0.001460
10442,0.899526
10443,0.616077
10444,0.991746
10445,1.000000
10446,0.852685
10447,0.945927
10448,1.000000
10449,0.999852
1045,0.027256
10450,0.000063
10451,0.000128
10452,0.775136
10453,0.827105
10454,0.000191
10455,0.210249
10456,0.720768
10457,0.017653
10458,1.000000
10459,0.000002
1046,0.026433
10460,0.000887
10461,0.000009
10462,0.911362
10463,0.002098
10464,0.999455
10465,1.000000
10466,0.972594
10467,0.000000
10468,0.000101
10469,0.000360
1047,0.002110
10470,0.000003
10471,0.055045
10472,0.000003
10473,0.999999
10474,0.994094
10475,0.000009
10476,0.987648
10477,0.000563
10478,0.998547
10479,0.175745
1048,1.000000
10480,0.016215
10481,0.000000
10482,0.013234
10483,0.001794
10484,0.991598
10485,0.926728
10486,0.103936
10487,1.000000
10488,0.999992
10489,0.000177
1049,0.000042
10490,0.999454
10491,0.022282
10492,0.995437
10493,0.003340
10494,0.987808
10495,0.000270
10496,0.999998
10497,0.899747
10498,0.000052
10499,0.984111
105,0.908846
1050,0.000166
10500,0.999778
10501,0.999108
10502,1.000000
10503,0.252325
10504,0.999521
10505,0.979389
10506,0.000000
10507,0.041928
10508,0.006422
10509,0.964990
1051,0.016196
10510,0.055348
10511,0.003836
10512,0.070577
10513,0.001853
10514,0.999933
10515,0.001773
10516,0.999996
10517,0.998444
10518,0.951511
10519,0.005572
1052,0.975398
10520,0.990134
10521,0.000459
10522,0.798790
10523,0.999325
10524,0.961558
10525,0.997883
10526,0.601831
10527,0.000038
10528,0.004177
10529,0.000015
1053,0.999992
10530,0.000109
10531,0.234822
10532,0.004905
10533,0.024303
10534,1.000000
10535,0.199398
10536,0.000880
10537,0.948519
10538,0.000463
10539,0.077618
1054,0.999931
10540,0.999879
10541,0.980694
10542,0.000112
10543,0.000277
10544,0.002375
10545,0.001329
10546,0.000000
10547,0.127967
10548,1.000000
10549,0.000032
1055,0.030840
10550,0.840160
10551,0.999963
10552,0.000070
10553,0.002007
10554,0.945017
10555,0.000005
10556,1.000000
10557,0.054936
10558,0.999893
10559,0.999859
1056,0.999455
10560,0.001317
10561,0.999845
10562,0.999995
10563,0.922761
10564,1.000000
10565,0.997407
10566,1.000000
10567,0.999944
10568,0.994332
10569,0.999905
1057,0.998264
10570,0.007524
10571,1.000000
10572,0.004266
10573,0.003037
10574,0.643388
10575,0.000192
10576,0.000115
10577,0.000001
10578,0.999888
10579,0.014364
1058,0.904869
10580,0.999425
10581,0.998845
10582,0.000122
10583,0.641208
10584,0.999990
10585,0.000664
10586,0.012146
10587,0.999996
10588,0.999847
10589,0.000164
1059,1.000000
10590,0.000013
10591,0.997139
10592,0.001030
10593,0.937491
10594,0.999964
10595,1.000000
10596,0.000746
10597,0.007136
10598,0.999997
10599,0.992968
106,0.894067
1060,0.000010
10600,0.999699
10601,0.880331
10602,0.982453
10603,0.000408
10604,0.012111
10605,0.162768
10606,0.999945
10607,0.000004
10608,0.371884
10609,0.842592
1061,0.000011
10610,1.000000
10611,0.037694
10612,0.992628
10613,0.000155
10614,0.000000
10615,0.000001
10616,0.999835
10617,0.000193
10618,0.027063
10619,0.067262
1062,0.001846
10620,0.787789
10621,0.000001
10622,0.860999
10623,0.000832
10624,0.001643
10625,0.999959
10626,0.021321
10627,0.000233
10628,0.000060
10629,0.999179
1063,0.000087
10630,0.012283
10631,0.000045
10632,0.999993
10633,0.999984
10634,0.001812
10635,0.000041
10636,0.209805
10637,0.209588
10638,0.001087
10639,0.982525
1064,0.014652
10640,0.995221
10641,0.998933
10642,0.999925
10643,0.000004
10644,0.995288
10645,1.000000
10646,0.839702
10647,0.142022
10648,0.547687
10649,0.010026
1065,0.001171
10650,0.000158
10651,0.999985
10652,0.000037
10653,0.000036
10654,0.002414
10655,0.016371
10656,1.000000
10657,0.084026
10658,0.999915
10659,0.999447
1066,0.999999
10660,0.000059
10661,0.999779
10662,0.994735
10663,0.990510
10664,0.000243
10665,0.016683
10666,0.996959
10667,0.999994
10668,0.000057
10669,0.000001
1067,0.999997
10670,0.041368
10671,0.000025
10672,0.006236
10673,0.999999
10674,0.000000
10675,0.000340
10676,0.103472
10677,0.001295
10678,0.000004
10679,0.000005
1068,0.999877
10680,0.993972
10681,0.000001
10682,0.000908
10683,0.999999
10684,0.994278
10685,0.010284
10686,0.004960
10687,0.013776
10688,0.998131
10689,0.999987
1069,0.018687
10690,0.000398
10691,0.005156
10692,0.999999
10693,0.000715
10694,0.007481
10695,1.000000
10696,0.999201
10697,0.999999
10698,0.336665
10699,0.590114
107,0.207345
1070,1.000000
10700,0.014385
10701,0.941213
10702,0.189785
10703,0.868716
10704,0.052169
10705,0.999913
10706,0.424311
10707,1.000000
10708,0.000113
10709,0.999280
1071,0.001255
10710,0.035729
10711,0.000041
10712,1.000000
10713,0.071472
10714,0.994995
10715,1.000000
10716,0.001560
10717,0.977339
10718,0.009498
10719,0.997888
1072,0.885279
10720,0.997851
10721,0.000000
10722,0.006811
10723,0.998175
10724,0.999991
10725,0.993098
10726,0.079752
10727,0.000001
10728,0.115353
10729,0.000916
1073,0.000009
10730,1.000000
10731,0.989916
10732,0.011038
10733,0.319127
10734,0.115833
10735,0.001394
10736,0.854790
10737,0.001676
10738,0.900042
10739,0.998928
1074,0.997655
10740,0.000061
10741,0.472383
10742,0.730688
10743,0.999956
10744,0.151391
10745,0.108496
10746,0.000089
10747,0.130819
10748,0.000011
10749,0.000000
1075,0.998376
10750,0.967543
10751,0.000739
10752,0.704412
10753,0.237597
10754,0.007728
10755,0.999999
10756,0.984220
10757,0.007063
10758,1.000000
10759,0.008658
1076,0.000580
10760,0.009538
10761,0.345269
10762,0.011988
10763,0.000005
10764,0.000084
10765,0.999991
10766,0.999995
10767,1.000000
10768,1.000000
10769,0.998885
1077,0.002916
10770,0.996817
10771,0.981661
10772,0.074135
10773,0.999624
10774,0.000053
10775,0.000000
10776,0.005600
10777,0.999889
10778,0.000248
10779,0.000007
1078,0.000049
10780,0.034955
10781,0.001451
10782,0.928266
10783,0.005462
10784,0.000047
10785,0.967513
10786,0.000000
10787,0.925390
10788,0.995434
10789,0.000021
1079,0.050881
10790,0.391532
10791,0.049638
10792,0.190216
10793,0.028824
10794,0.998730
10795,0.998521
10796,0.002125
10797,0.015006
10798,0.005441
10799,0.000008
108,0.092375
1080,0.999998
10800,0.076910
10801,0.928350
10802,0.000000
10803,0.000129
10804,0.998971
10805,0.250519
10806,0.998178
10807,0.000198
10808,0.415337
10809,0.000006
1081,0.845507
10810,0.449681
10811,1.000000
10812,0.000115
10813,0.013567
10814,0.000074
10815,0.852530
10816,0.043289
10817,0.005088
10818,0.006802
10819,0.299423
1082,1.000000
10820,0.993932
10821,0.988949
10822,0.000055
10823,0.007666
10824,0.001781
10825,0.999997
10826,0.999419
10827,0.115926
10828,0.064724
10829,0.981716
1083,0.999919
10830,0.003627
10831,0.954353
10832,0.998176
10833,0.297425
10834,0.006250
10835,0.000069
10836,0.148096
10837,0.079831
10838,0.947778
10839,0.000078
1084,0.002222
10840,0.132838
10841,0.000328
10842,0.031061
10843,0.039674
10844,0.991228
10845,0.989992
10846,0.000172
10847,0.999962
10848,0.996408
10849,0.036529
1085,0.240950
10850,0.000092
10851,0.999973
10852,0.023407
10853,1.000000
10854,0.999982
10855,0.978733
10856,0.091229
10857,1.000000
10858,0.989537
10859,0.920957
1086,0.999991
10860,0.000995
10861,0.993290
10862,0.000036
10863,0.999886
10864,0.257070
10865,0.002138
10866,0.991763
10867,0.000003
10868,0.002263
10869,0.999985
1087,0.937135
10870,0.104167
10871,0.001318
10872,0.927788
10873,0.000002
10874,0.006577
10875,0.997920
10876,0.994926
10877,0.015789
10878,0.000000
10879,1.000000
1088,0.000018
10880,0.000201
10881,0.992593
10882,0.037491
10883,0.999931
10884,0.000024
10885,0.033523
10886,0.000000
10887,0.000009
10888,1.000000
10889,0.615276
1089,0.999998
10890,0.144625
10891,0.007489
10892,0.995949
10893,0.000011
10894,0.000059
10895,0.999485
10896,0.999986
10897,0.005415
10898,0.935234
10899,0.995158
109,0.331981
1090,0.011293
10900,0.999999
10901,0.001665
10902,0.999992
10903,1.000000
10904,0.999825
10905,0.995389
10906,0.024616
10907,1.000000
10908,0.022047
10909,0.999981
1091,0.660398
10910,0.007212
10911,0.709250
10912,0.999997
10913,0.966612
10914,0.991237
10915,0.000067
10916,0.970340
10917,0.000335
10918,0.000001
10919,0.999967
1092,0.014390
10920,0.997509
10921,0.112621
10922,0.015487
10923,0.015243
10924,0.975477
10925,0.999795
10926,0.894734
10927,0.012206
10928,0.000379
10929,0.948640
1093,0.061847
10930,0.908867
10931,0.511859
10932,1.000000
10933,0.338972
10934,0.000032
10935,0.999920
10936,0.667974
10937,0.999981
10938,0.002929
10939,0.033360
1094,0.999928
10940,0.975191
10941,0.042702
10942,0.003645
10943,0.045779
10944,0.034922
10945,0.000329
10946,1.000000
10947,0.000000
10948,0.643114
10949,0.145058
1095,0.992691
10950,0.000000
10951,1.000000
10952,0.996799
10953,0.000666
10954,0.704623
10955,0.000136
10956,0.014911
10957,0.943552
10958,0.000001
10959,0.308896
1096,0.876363
10960,0.002979
10961,0.842978
10962,0.014362
10963,0.999984
10964,0.000000
10965,0.000005
10966,0.999941
10967,0.005210
10968,0.999719
10969,0.040737
1097,0.010828
10970,0.000013
10971,0.001663
10972,0.056269
10973,0.999732
10974,0.999652
10975,0.000032
10976,0.818879
10977,0.012646
10978,0.013039
10979,0.999995
1098,0.002186
10980,0.000000
10981,0.083970
10982,0.984216
10983,1.000000
10984,0.993079
10985,0.999817
10986,0.000035
10987,0.000533
10988,0.055770
10989,0.000008
1099,0.000151
10990,1.000000
10991,0.175020
10992,0.000000
10993,1.000000
10994,0.991882
10995,0.372264
10996,1.000000
10997,0.000499
10998,0.999997
10999,0.190935
11,0.000015
110,0.999999
1100,0.996564
11000,0.179566
11001,0.999999
11002,0.925805
11003,0.002864
11004,0.001128
11005,0.998269
11006,0.999957
11007,0.994247
11008,0.000975
11009,0.085666
1101,0.979954
11010,0.873435
11011,0.340010
11012,0.999984
11013,0.998933
11014,0.137464
11015,0.915464
11016,0.999999
11017,0.019483
11018,0.000321
11019,0.992054
1102,0.000199
11020,0.998509
11021,0.771283
11022,0.000001
11023,1.000000
11024,1.000000
11025,0.000316
11026,0.000001
11027,0.599255
11028,0.000366
11029,0.449126
1103,0.000056
11030,1.000000
11031,0.000026
11032,0.000029
11033,0.986016
11034,0.750330
11035,0.992249
11036,0.992049
11037,0.999986
11038,0.000019
11039,0.000007
1104,0.082079
11040,0.062636
11041,0.999797
11042,0.073885
11043,0.999576
11044,0.998981
11045,0.494273
11046,1.000000
11047,1.000000
11048,0.864684
11049,0.427558
1105,0.950918
11050,0.999992
11051,0.974399
11052,0.001347
11053,0.584196
11054,0.996497
11055,0.017550
11056,0.075526
11057,0.994276
11058,0.124381
11059,0.000002
1106,0.140613
11060,0.358143
11061,0.000002
11062,1.000000
11063,0.993041
11064,0.039310
11065,1.000000
11066,0.999321
11067,0.345421
11068,0.052394
11069,1.000000
1107,0.000033
11070,0.999872
11071,0.999988
11072,0.048300
11073,0.019560
11074,0.000032
11075,0.000011
11076,0.014065
11077,0.000000
11078,0.000486
11079,0.992313
1108,0.996223
11080,0.999998
11081,0.813783
11082,0.108367
11083,0.628682
11084,0.464944
11085,0.483032
11086,0.006222
11087,0.000184
11088,0.045623
11089,0.998594
1109,0.002831
11090,0.988951
11091,0.196642
11092,1.000000
11093,0.999716
11094,0.000787
11095,0.973012
11096,0.328194
11097,0.924588
11098,0.167942
11099,0.003641
111,0.073246
1110,0.000560
11100,0.900090
11101,1.000000
11102,0.011332
11103,0.000004
11104,0.999999
11105,0.239140
11106,0.003635
11107,0.850049
11108,0.001099
11109,0.000004
1111,0.000297
11110,0.002861
11111,0.730356
11112,0.813975
11113,0.165233
11114,1.000000
11115,0.017285
11116,0.031491
11117,0.999995
11118,0.002053
11119,0.002074
1112,0.000021
11120,0.015918
11121,0.011620
11122,0.000000
11123,0.999987
11124,0.000033
11125,0.434340
11126,1.000000
11127,0.167703
11128,0.745679
11129,0.000012
1113,0.000003
11130,0.012488
11131,0.000180
11132,0.895563
11133,0.988612
11134,0.990945
11135,0.000437
11136,0.000803
11137,0.003517
11138,0.987418
11139,0.890190
1114,0.999696
11140,1.000000
11141,0.998837
11142,0.057600
11143,1.000000
11144,0.000013
11145,0.999999
11146,0.416865
11147,0.999972
11148,0.999984
11149,0.999894
1115,0.837178
11150,0.012644
11151,1.000000
11152,1.000000
11153,0.996812
11154,1.000000
11155,0.999980
11156,0.000011
11157,0.999764
11158,0.075823
11159,0.999722
1116,0.997703
11160,0.001343
11161,0.724602
11162,0.001332
11163,0.000004
11164,0.999728
11165,0.422823
11166,0.039917
11167,0.055259
11168,0.002136
11169,0.996812
1117,0.008521
11170,0.999959
11171,0.000673
11172,0.000001
11173,0.697641
11174,0.772357
11175,0.999405
11176,0.999788
11177,0.004602
11178,0.999602
11179,0.109608
1118,0.000000
11180,0.999920
11181,0.279773
11182,0.999911
11183,0.005000
11184,0.028985
11185,0.000292
11186,0.900797
11187,0.000132
11188,0.869797
11189,0.999981
1119,0.000141
11190,0.018230
11191,0.481548
11192,0.013162
11193,0.983181
11194,0.923895
11195,0.997190
11196,0.000060
11197,0.001665
11198,0.024814
11199,0.000082
112,0.997948
1120,0.420002
11200,0.106481
11201,1.000000
11202,0.250716
11203,0.000525
11204,0.999744
11205,0.979274
11206,0.000198
11207,0.000004
11208,0.383856
11209,0.017106
1121,0.999826
11210,0.958586
11211,0.361060
11212,0.043649
11213,0.999675
11214,0.000247
11215,0.008881
11216,0.006919
11217,0.358869
11218,0.999874
11219,0.000000
1122,0.999640
11220,0.030937
11221,0.026287
11222,0.979792
11223,0.043861
11224,0.997435
11225,0.001615
11226,0.000663
11227,0.998267
11228,0.108335
11229,0.999892
1123,0.000014
11230,0.972400
11231,0.998910
11232,0.151920
11233,0.002683
11234,0.000026
11235,0.992650
11236,0.003357
11237,0.985526
11238,1.000000
11239,0.998158
1124,0.087869
11240,0.014101
11241,0.914978
11242,1.000000
11243,0.000027
11244,0.998867
11245,0.020531
11246,0.107280
11247,0.999575
11248,1.000000
11249,0.999775
1125,0.000434
11250,0.632571
11251,0.994019
11252,0.001427
11253,0.999773
11254,0.982187
11255,0.558872
11256,0.005109
11257,0.000088
11258,1.000000
11259,0.001769
1126,0.344977
11260,0.000072
11261,0.996436
11262,1.000000
11263,0.001510
11264,0.004373
11265,0.117850
11266,0.348304
11267,0.043649
11268,0.849554
11269,1.000000
1127,0.015413
11270,0.006704
11271,0.014791
11272,0.999909
11273,0.999903
11274,1.000000
11275,0.000003
11276,0.000008
11277,0.999999
11278,0.999928
11279,0.999997
1128,0.013819
11280,0.007933
11281,0.999998
11282,0.999951
11283,0.999184
11284,0.999830
11285,0.063923
11286,0.996000
11287,0.000856
11288,0.000073
11289,0.000000
1129,0.309237
11290,0.999999
11291,0.000020
11292,0.847457
11293,0.999885
11294,0.997643
11295,0.000034
11296,0.966574
11297,0.999510
11298,0.000004
11299,0.056337
113,0.903925
1130,0.925914
11300,0.998440
11301,0.000044
11302,0.830512
11303,0.993531
11304,0.633410
11305,0.717299
11306,0.999739
11307,0.921091
11308,0.998719
11309,0.999448
1131,0.944162
11310,0.999997
11311,0.752498
11312,1.000000
11313,0.006718
11314,0.999966
11315,0.001225
11316,0.999806
11317,0.051536
11318,0.000139
11319,0.998609
1132,0.003336
11320,0.523619
11321,0.997691
11322,0.993222
11323,0.000001
11324,0.002255
11325,0.007553
11326,0.973682
11327,0.931476
11328,0.000039
11329,0.997855
1133,0.000687
11330,0.000009
11331,0.997209
11332,0.999998
11333,0.892189
11334,0.970741
11335,0.995193
11336,0.000810
11337,0.227737
11338,0.281667
11339,0.724126
1134,0.042315
11340,0.999982
11341,0.999684
11342,0.000804
11343,0.999794
11344,0.999635
11345,0.000199
11346,0.998496
11347,0.999999
11348,0.016349
11349,0.900843
1135,0.002116
11350,0.000080
11351,0.000032
11352,0.996468
11353,0.000987
11354,0.000338
11355,0.000007
11356,1.000000
11357,0.995219
11358,0.982258
11359,0.000046
1136,0.999974
11360,0.579737
11361,0.001383
11362,0.000245
11363,0.999986
11364,0.000019
11365,0.001791
11366,1.000000
11367,0.000037
11368,0.028481
11369,0.002003
1137,0.316861
11370,0.999998
11371,0.963687
11372,0.045513
11373,0.000001
11374,0.000084
11375,0.000033
11376,0.008580
11377,0.000070
11378,0.910422
11379,0.718052
1138,0.004133
11380,0.617067
11381,0.130216
11382,0.454253
11383,0.999781
11384,0.001618
11385,0.905526
11386,0.999892
11387,0.999873
11388,0.000083
11389,0.341127
1139,0.469004
11390,0.000089
11391,0.999720
11392,0.000161
11393,0.001262
11394,0.999763
11395,0.962657
11396,0.000136
11397,0.001141
11398,1.000000
11399,0.999945
114,0.040639
1140,0.003522
11400,0.999571
11401,0.027502
11402,0.994971
11403,0.136456
11404,0.000911
11405,0.013034
11406,0.999981
11407,0.054004
11408,0.891655
11409,0.000000
1141,0.000466
11410,0.112411
11411,0.995364
11412,0.999863
11413,0.032761
11414,0.090033
11415,0.009997
11416,0.999999
11417,0.925893
11418,0.028262
11419,0.984557
1142,0.000006
11420,0.996355
11421,0.002558
11422,0.999983
11423,0.999643
11424,0.000085
11425,0.480989
11426,0.999925
11427,0.999893
11428,0.999816
11429,0.999999
1143,0.000644
11430,0.263101
11431,0.000024
11432,0.000169
11433,0.091198
11434,0.006402
11435,0.999931
11436,0.654830
11437,0.918727
11438,0.999180
11439,1.000000
1144,1.000000
11440,0.000001
11441,0.995619
11442,0.999998
11443,0.994543
11444,0.000468
11445,0.989188
11446,0.000001
11447,0.000003
11448,0.818477
11449,0.628316
1145,0.999982
11450,0.077090
11451,0.941577
11452,0.323497
11453,0.913595
11454,0.218533
11455,0.000115
11456,0.000023
11457,0.000047
11458,0.999984
11459,0.999981
1146,0.554502
11460,0.008208
11461,0.903545
11462,0.967071
11463,0.000132
11464,0.991565
11465,0.001612
11466,0.000211
11467,0.000250
11468,0.689765
11469,0.999874
1147,1.000000
11470,0.999517
11471,0.732540
11472,1.000000
11473,1.000000
11474,0.002130
11475,0.006970
11476,0.135314
11477,0.000067
11478,0.606816
11479,0.021838
1148,0.000014
11480,0.003901
11481,0.000014
11482,0.311648
11483,0.998083
11484,0.098913
11485,0.002937
11486,0.999998
11487,0.987806
11488,0.999950
11489,0.000086
1149,0.999995
11490,0.969778
11491,0.001664
11492,0.023179
11493,0.000017
11494,0.983283
11495,0.013118
11496,0.999992
11497,0.846470
11498,0.210246
11499,0.003088
115,0.000051
1150,0.049711
11500,0.000652
11501,0.000545
11502,0.890101
11503,0.596890
11504,0.000005
11505,0.027951
11506,0.999997
11507,0.145153
11508,0.000000
11509,0.004600
1151,1.000000
11510,0.999985
11511,0.006667
11512,0.997131
11513,0.998051
11514,0.307190
11515,1.000000
11516,0.999969
11517,0.002538
11518,0.000000
11519,0.455199
1152,0.007496
11520,0.990345
11521,0.999960
11522,0.696961
11523,0.000045
11524,0.009383
11525,0.012284
11526,0.986068
11527,0.999999
11528,0.000001
11529,0.000005
1153,0.000000
11530,0.999987
11531,0.000003
11532,0.022861
11533,0.999878
11534,0.002935
11535,1.000000
11536,0.986435
11537,0.067972
11538,0.000146
11539,0.999999
1154,0.927399
11540,0.002164
11541,0.995449
11542,0.919518
11543,0.000060
11544,0.000195
11545,0.000291
11546,0.002423
11547,0.000000
11548,0.721069
11549,0.001859
1155,0.993614
11550,0.999526
11551,0.000194
11552,0.988882
11553,0.976566
11554,1.000000
11555,0.774996
11556,0.001110
11557,0.000000
11558,0.034852
11559,0.000018
1156,0.013526
11560,0.000000
11561,0.872953
11562,0.998114
11563,0.017881
11564,0.000000
11565,0.001025
11566,0.000001
11567,1.000000
11568,0.000203
11569,0.645466
1157,0.997294
11570,0.019881
11571,0.997888
11572,0.000161
11573,0.000030
